Protein.Group	Protein.Names	Genes	First.Protein.Description	/ip-proteomics/ms-convert-output/2ul_CG_1.mzML	/ip-proteomics/ms-convert-output/2ul_CG_2.mzML	/ip-proteomics/ms-convert-output/2ul_CG_3.mzML	/ip-proteomics/ms-convert-output/2ul_CG_4.mzML	/ip-proteomics/ms-convert-output/2ul_CG_5.mzML	/ip-proteomics/ms-convert-output/2ul_CG_6.mzML	/ip-proteomics/ms-convert-output/2ul_CG_7.mzML	/ip-proteomics/ms-convert-output/2ul_CG_8.mzML	/ip-proteomics/ms-convert-output/2ul_CG_9.mzML	/ip-proteomics/ms-convert-output/2ul_CG_10.mzML
Q80U72	SCRIB_MOUSE	Scrib	Protein scribble homolog	7878.54	15158.5	9837.66	10615.1	9181.32	10390.8	9138.68	9148.02	8794.16	9357.32
Q80U78	PUM1_MOUSE	Pum1	Pumilio homolog 1	4572.37								2675.6	2863.69
Q80U93	NU214_MOUSE	Nup214	Nuclear pore complex protein Nup214	1621.04	9452.03	7479.76	4120.95	9128.42	3560.55	5171.36	2874.05	3117.32	
Q80UG2	PLXA4_MOUSE	Plxna4	Plexin-A4	1828.5		3291.06	2674	3612.89	3225.24	3927.91	3277.5	2805.38	2375.01
Q80UG5	SEPT9_MOUSE	Septin9	Septin-9	8639.71	10981.7	8934.32	10678.8	9073.81	9112.46	9016.35	8814.64	7642.08	9221.43
Q80UJ7	RB3GP_MOUSE	Rab3gap1	Rab3 GTPase-activating protein catalytic subunit	1013.67									
Q80UK0	SESD1_MOUSE	Sestd1	SEC14 domain and spectrin repeat-containing protein 1	6633.25	10640.9	6564.01	7649.94	6107.32	7515.22	5810.17	6238.01	5823.58	7703.2
Q80UM7	MOGS_MOUSE	Mogs	Mannosyl-oligosaccharide glucosidase	8360.93									
Q80UP3	DGKZ_MOUSE	Dgkz	Diacylglycerol kinase zeta	9061.31	11111.5	7827.42	7668.55	9989.11	7655.9	8700.31	7280.09	8342.97	7445.91
Q80UW2	FBX2_MOUSE	Fbxo2	F-box only protein 2	19552.1		14550.8	17874.7	12417.9	11345.2	21651.8	14076.6	14971.9	16294.6
Q80UW8	RPAB1_MOUSE	Polr2e	DNA-directed RNA polymerases I, II, and III subunit RPABC1	648.66		3919.35	2332.09	5155.32	3469.7	3333.96	1094.49	2490.37	
Q80UY2	KCMF1_MOUSE	Kcmf1	E3 ubiquitin-protein ligase KCMF1	1430.14		2210.17						3009.82	
Q80V42	CBPM_MOUSE	Cpm	Carboxypeptidase M	7612.38	14127.4	8568.29	7286.66	9348.01	8246.32	7738.8	7797.41	8711.56	9335.75
Q80V91	DTX3_MOUSE	Dtx3	Probable E3 ubiquitin-protein ligase DTX3	2110.18									
Q80VC9	CAMP3_MOUSE	Camsap3	Calmodulin-regulated spectrin-associated protein 3	40415.9	30419.4	35595.9	33008.1	34230.1	31816.2	35813.1	34553.6	38287.4	35045.9
Q80VI1	TRI56_MOUSE	Trim56	E3 ubiquitin-protein ligase TRIM56	636.768									
Q80VL1	TDRKH_MOUSE	Tdrkh	Tudor and KH domain-containing protein	3505.97									
Q80VP1	EPN1_MOUSE	Epn1	Epsin-1	1583.43				1952.28	4360.62	3938.2	2170.32	1604.89	
Q80VP9	ASPH2_MOUSE	Asphd2	Aspartate beta-hydroxylase domain-containing protein 2	2781.61		1882.18			2273.44		2149.42	2108.8	1488.11
Q80VQ0	AL3B1_MOUSE	Aldh3b1	Aldehyde dehydrogenase family 3 member B1	4016.85	6611.52	5038.9	5193.6	5920.99	4887.8	5187.43	4627.94	6171.26	6251.52
Q80W04	TMCC2_MOUSE	Tmcc2	Transmembrane and coiled-coil domains protein 2	4192.23		4334.46	6965.43	5623.89	5366.83	5380.23	4834.28	3924.02	5072.8
Q80WG5	LRC8A_MOUSE	Lrrc8a	Volume-regulated anion channel subunit LRRC8A	687.859		1662.95	1141.87				1781.97	1640.49	
Q80WJ7	LYRIC_MOUSE	Mtdh	Protein LYRIC	62658.1	83569.8	52363.2	55659.6	57624.7	50541.2	51340.6	48607.1	49477.8	45304.8
Q80WM4	HPLN4_MOUSE	Hapln4	Hyaluronan and proteoglycan link protein 4	10456.1		9659.38	8908.97	10903.1	9303.84	10542.2	9573.82	10853.5	10920.1
Q80WM5	HPLN3_MOUSE	Hapln3	Hyaluronan and proteoglycan link protein 3	1341.29									
Q80WQ2	VAC14_MOUSE	Vac14	Protein VAC14 homolog	2821.65			6079.46	6702.99		7499.64	4551.9	3372.94	
Q80WS3	FBLL1_MOUSE	Fbll1	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1	7234.45	6476.21	13389.8	11236.7	15623.1	9317.99	9128.39	6606.08	6794.44	5112.36
Q80WT0	JPH4_MOUSE	Jph4	Junctophilin-4	15637	17718.5	14524.4	15161.3	13054.3	15194.9	14838	12658.8	12749.9	14057.1
Q80WT5	AFTIN_MOUSE	Aftph	Aftiphilin	1726.07									
Q80WV3	CHST2_MOUSE	Chst2	Carbohydrate sulfotransferase 2	2038.73									
Q80X50	UBP2L_MOUSE	Ubap2l	Ubiquitin-associated protein 2-like	847.486			809.422	820.409			403.289	380.252	828.574
Q80X66	BTBDA_MOUSE	Btbd10	BTB/POZ domain-containing protein 10	5446.93		3713.61			7360.95			2363.27	
Q80X72	LRC15_MOUSE	Lrrc15	Leucine-rich repeat-containing protein 15		35436								
Q80X80	C2C2L_MOUSE	C2cd2l	Phospholipid transfer protein C2CD2L	22490.6		15683.7	22516	20615.3	24167	19337.3	13004.4	14708.2	19934.8
Q80X85	RT07_MOUSE	Mrps7	Small ribosomal subunit protein uS7m	11494.3	11919.3	10259.9	10115.6	11205.4	11706.3	13703.9	11638.4	11497	11005.3
Q80X90	FLNB_MOUSE	Flnb	Filamin-B			2295.83					1807.53		
Q80X95	RRAGA_MOUSE	Rraga	Ras-related GTP-binding protein A	3189.01						12682.8			
Q80XA6	REPS2_MOUSE	Reps2	RalBP1-associated Eps domain-containing protein 2	379.843	2850.56				655.944	454.433	739.417		
Q80XC3	US6NL_MOUSE	Usp6nl	USP6 N-terminal-like protein	4188.62		7100.73	7552.91		4919.43	11299.3	5854.28	5989.79	6008.24
Q80XG9	LRRT4_MOUSE	Lrrtm4	Leucine-rich repeat transmembrane neuronal protein 4	10637.6		9391.92	8504.05	10626.3	6646.33	9874.32	9700.38	8880.31	10188.1
Q80XH4	WSCD1_MOUSE	Wscd1	Sialate:O-sulfotransferase 1	557.205		590.162					341.298		723.152
Q80XI3	IF4G3_MOUSE	Eif4g3	Eukaryotic translation initiation factor 4 gamma 3	12692.4	50922.5	12232.4	9874.7	11003	7421.85	8626.95	12951.8	7594.02	8007.24
Q80XI4	PI42B_MOUSE	Pip4k2b	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	15891.7	23004.9	15954.8	18084	15569.6	15788.8	16536.9	16885.9	16415.2	16191
Q80XK6	ATG2B_MOUSE	Atg2b	Autophagy-related protein 2 homolog B	489.443									
Q80XL6	ACD11_MOUSE	Acad11	Acyl-CoA dehydrogenase family member 11	3278.89									
Q80XN0	BDH_MOUSE	Bdh1	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	24481.9	36300.5	24744.4	24281.4	28455.4	29538.3	26212.9	23051.6	23909.9	25384.7
Q80XQ2	TBCD5_MOUSE	Tbc1d5	TBC1 domain family member 5	2447.71		8135.28	3751.19				5877.39	3575.48	7277.42
Q80XR2	AT2C1_MOUSE	Atp2c1	Calcium-transporting ATPase type 2C member 1				17191.8		14364.5		14179.3		16949.6
Q80XS6	SMAG2_MOUSE	Samd4b	Protein Smaug homolog 2	1297.45		2339.22						1983.37	
Q80Y17	L2GL1_MOUSE	Llgl1	Lethal(2) giant larvae protein homolog 1	4882.98		5734.47	9380.32	7235.12	7398.73	5376.46	5691.84	4954.35	6793.27
Q80Y24	PRIC2_MOUSE	Prickle2	Prickle-like protein 2	64838.8	42224.5	48218.5	49680.5	49211.9	50659	47678.6	49608.8	46561.7	44987
Q80Y75	DJB13_MOUSE	Dnajb13	DnaJ homolog subfamily B member 13	181.908									
Q80Y83	DIXC1_MOUSE	Dixdc1	Dixin	2546.65		3751.57		4116.24		4700.77			
Q80Y86	MK15_MOUSE	Mapk15	Mitogen-activated protein kinase 15	14728.1	7806.86								
Q80YA9	CNKR2_MOUSE	Cnksr2	Connector enhancer of kinase suppressor of ras 2	70822.7	52761.4	54853.7	55430	54078.2	51777.1	52920.4	56759.8	53958.2	53593.7
Q80YE4	LMTK1_MOUSE	Aatk	Serine/threonine-protein kinase LMTK1	2929.97		3877.71		3235.29		3157.73		2745.42	
Q80YE7	DAPK1_MOUSE	Dapk1	Death-associated protein kinase 1	12691.9	20044.4	16229.3	17604.1	16749.5	15999.1	14523.4	16194	17176.8	17156.1
Q80YF9	RHG33_MOUSE	Arhgap33	Rho GTPase-activating protein 33	7776.66	8077.2	5900.01	6958.42	6043.35	5085.11	5634.72	5883.71	5713.53	6019.99
Q80YN3	BCAS1_MOUSE	Bcas1	Breast carcinoma-amplified sequence 1 homolog	71129.2	68427.9	59412.4	62109.3	65411.9	65256.4	52449.4	56604.3	62833.5	55985.6
Q80YQ8	RMD5A_MOUSE	Rmnd5a	E3 ubiquitin-protein ligase RMND5A	4977.42									
Q80YS6	AFAP1_MOUSE	Afap1	Actin filament-associated protein 1	7525.35		18287		42563.9	26924.4		16994	16385.7	21989.8
Q80YT7	MYOME_MOUSE	Pde4dip	Myomegalin	214.563			711.457					470.307	
Q80YW0	CYH4_MOUSE	Cyth4	Cytohesin-4	2191.35		2490.17	3642.96	5502.64			3211.62	1978.64	
Q80YX1	TENA_MOUSE	Tnc	Tenascin	5031.5	18256.2	6475.63	7680.59	8564.11	7409.65	8145.98	6960.17	6134.61	8000.24
Q80Z10	ASTN2_MOUSE	Astn2	Astrotactin-2	368.696		1003.82		1250.55					647.769
Q80Z24	NEGR1_MOUSE	Negr1	Neuronal growth regulator 1	179928	168305	211053	212960	180667	197545	216328	235703	237569	240465
Q80Z38	SHAN2_MOUSE	Shank2	SH3 and multiple ankyrin repeat domains protein 2	155644	107265	146064	137581	130651	131164	143820	150307	160317	144627
Q80ZF8	AGRB3_MOUSE	Adgrb3	Adhesion G protein-coupled receptor B3	9340.92	12735.1	8078.51	7834.66	7251.57	7635.76	7126.9	6825.36	6143.35	5863.32
Q80ZJ1	RAP2A_MOUSE	Rap2a	Ras-related protein Rap-2a	9273.76	9658.24	8696.51	8191.98	10278.4	10513.3	5736.18	8795.96	7198.84	8818.47
Q80ZJ6	ZER1_MOUSE	Zer1	Protein zer-1 homolog	407.28		902.8							
Q80ZK0	RT10_MOUSE	Mrps10	Small ribosomal subunit protein uS10m	21099.6	31624.5	23661.1	22760.7	23393.9	20070.9	20936.8	30635	27917	26571.6
Q80ZS3	RT26_MOUSE	Mrps26	Small ribosomal subunit protein mS26	10485.7	11041.3	8898.84	9220.31	8198.28	9879.74	10315.5	10823.6	11379.9	11053.9
Q80ZW2	THEM6_MOUSE	Them6	Protein THEM6	9791.47		12471.1	12575.6	12959.2	12411.6		11691.5	13334.5	10738.5
Q80ZX0	Q80ZX0_MOUSE	Sec24b	Sec24 related gene family, member B (S. cerevisiae)	741.226									
Q810B6	ANFY1_MOUSE	Ankfy1	Rabankyrin-5	5880.45									
Q810B7	SLIK5_MOUSE	Slitrk5	SLIT and NTRK-like protein 5	2739.97									
Q810B8	SLIK4_MOUSE	Slitrk4	SLIT and NTRK-like protein 4	529.664									
Q810U3	NFASC_MOUSE	Nfasc	Neurofascin	22696	27165	24899	24953.4	24283.7	25824.8	23083.1	23324.9	26393.8	23751.1
Q810U4	NRCAM_MOUSE	Nrcam	Neuronal cell adhesion molecule	9051.08	19595.6	11261.5	10449.2	9951.35	10910.5	10921.8	11155.2	11119.1	12046.3
Q811D0	DLG1_MOUSE	Dlg1	Disks large homolog 1	73067	68079.8	74210.5	74156.9	69773.9	68761.1	67412.5	67481.4	75153.9	71602.8
Q811L6	MAST4_MOUSE	Mast4	Microtubule-associated serine/threonine-protein kinase 4	3298.39		2652.58				3418.93	3545.43	1981.36	2891.81
Q811P8	RHG32_MOUSE	Arhgap32	Rho GTPase-activating protein 32	29885.2	27494.1	27886.3	28592.2	25750.1	27102.7	25963.8	27282.8	27200.3	26532.8
Q811S7	UBIP1_MOUSE	Ubp1	Upstream-binding protein 1	9757.07	28801.6	9689.2		19163.2		18129.2		8180.56	
Q812A2	SRGP3_MOUSE	Srgap3	SLIT-ROBO Rho GTPase-activating protein 3	5637.4		6761.15	9673.62	8376.02	9373.74	6732.95	8928.28	5626.92	9725.35
Q812E0	CPEB2_MOUSE	Cpeb2	Cytoplasmic polyadenylation element-binding protein 2	2197.34		2241.89		2771.35		2438.59			
Q8BFP9	PDK1_MOUSE	Pdk1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	422.849									
Q8BFQ4	WDR82_MOUSE	Wdr82	WD repeat-containing protein 82	24742.2			58525.4		24355.8			17777.1	
Q8BFQ8	GALD1_MOUSE	Gatd1	Glutamine amidotransferase-like class 1 domain-containing protein 1	498.34								1476.58	
Q8BFR5	EFTU_MOUSE	Tufm	Elongation factor Tu, mitochondrial	20098.5	48202.4	20034.9	22670.9	25179.4	24885.6	24270.9	20561.5	19193.3	21950
Q8BFU3	RN214_MOUSE	Rnf214	RING finger protein 214	3528.34	4277.68	3589.09			5239.32		1922.06		4123.27
Q8BFX3	KCTD3_MOUSE	Kctd3	BTB/POZ domain-containing protein KCTD3	2180.69		7755.24	5558.82	8809.95	4780.02	9744.04	3624.01	6394.21	3431.64
Q8BFZ2	PLPR1_MOUSE	Plppr1	Phospholipid phosphatase-related protein type 1	2695.63		2480.92	2911.23	1965.78	1946.84		1719.51	1415.69	1864.61
Q8BFZ3	ACTBL_MOUSE	Actbl2	Beta-actin-like protein 2	1.59345e+06	2.25867e+06	2.5196e+06	2.45432e+06	2.4414e+06	2.49344e+06	2.84319e+06	2.63634e+06	2.77233e+06	2.73004e+06
Q8BFZ9	ERLN2_MOUSE	Erlin2	Erlin-2	10855	14513.8	11527.4	11979.7	11537	11856.5	11996.7	13146.9	10613.8	10429.5
Q8BG02	2ABG_MOUSE	Ppp2r2c	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform	35172.8	38818.5	31451.3	38086.2	34020.1	37838.1	32638.9	34827.9	32585.8	33189.1
Q8BG05	ROA3_MOUSE	Hnrnpa3	Heterogeneous nuclear ribonucleoprotein A3	61028.2	107280	109447	89890.3	154970	79233.5	60629.7	36789.2	57437.4	41200.1
Q8BG32	PSD11_MOUSE	Psmd11	26S proteasome non-ATPase regulatory subunit 11	7587.82	16707.5	6638.45	6884.09	7740.14	8971.9	7149.34	8610.65	6550.74	7551.27
Q8BG39	SV2B_MOUSE	Sv2b	Synaptic vesicle glycoprotein 2B	3071.61							6655.66		
Q8BG51	MIRO1_MOUSE	Rhot1	Mitochondrial Rho GTPase 1	4952.31	6721.9	4486.66	4850.17	4986.01	4126.27	5048.3	4572.46	3760.67	4138.81
Q8BG67	EFR3A_MOUSE	Efr3a	Protein EFR3 homolog A	13587	14475.6	12921.8	12839.3	11629.2	12812.6	12390.7	13297.1	13365.5	13400.2
Q8BG73	SH3L2_MOUSE	Sh3bgrl2	SH3 domain-binding glutamic acid-rich-like protein 2	383.327									
Q8BG75	TM198_MOUSE	Tmem198	Transmembrane protein 198	2073.93					4865.96				
Q8BG81	PDIP3_MOUSE	Poldip3	Polymerase delta-interacting protein 3	4330.28	88034.7	16018	26087.8	30880.6	29187.3	18881.2	16506.9	7727.02	20259.9
Q8BG89	ZN365_MOUSE	Znf365	Protein ZNF365	10296.7	7767.74	9186.34	8065.23	8515.81	7169.54	8582.7	8787.45	8518.62	9612.11
Q8BG95	MYPT2_MOUSE	Ppp1r12b	Protein phosphatase 1 regulatory subunit 12B	23668	66254.3	30122.6	31830.8	30323.7	29381.8	27523.3	29271.6	29245.5	33778.4
Q8BGA3	LRRT2_MOUSE	Lrrtm2	Leucine-rich repeat transmembrane neuronal protein 2	3566.95									
Q8BGD5	CPT1C_MOUSE	Cpt1c	Palmitoyl thioesterase CPT1C	2230.02		1853.69						2582.28	
Q8BGF9	S2544_MOUSE	Slc25a44	Solute carrier family 25 member 44	2427.4	8904.97								
Q8BGG7	UBS3B_MOUSE	Ubash3b	Ubiquitin-associated and SH3 domain-containing protein B	15929.3	24600.2	22187.2	22428.5	23484.4	20629	26432.4	20224.4	19330.8	22670.6
Q8BGH2	SAM50_MOUSE	Samm50	Sorting and assembly machinery component 50 homolog	14075.9	15346.5	16118.2	19804.2	18743.9	19089	19886.2	17150.5	16356.2	17076.6
Q8BGN3	ENPP6_MOUSE	Enpp6	Glycerophosphocholine cholinephosphodiesterase ENPP6	131086	94252.3	133854	125127	132470	147496	106976	126450	138493	122592
Q8BGQ7	SYAC_MOUSE	Aars1	Alanine--tRNA ligase, cytoplasmic	10399									
Q8BGR6	ARL15_MOUSE	Arl15	ADP-ribosylation factor-like protein 15	4809.41		3628.71	4291.81						4215.76
Q8BGS7	CEPT1_MOUSE	Cept1	Choline/ethanolaminephosphotransferase 1	1320.21			1081.37	4466.54		1651.68	1512.18		
Q8BGT6	MILK1_MOUSE	Micall1	MICAL-like protein 1	924.924									
Q8BGT8	PHIPL_MOUSE	Phyhipl	Phytanoyl-CoA hydroxylase-interacting protein-like	903.866		1603.88	1250.91	1353.62			953.638	793.692	1750.74
Q8BGU5	CCNY_MOUSE	Ccny	Cyclin-Y	118641	117693	122252	108773	118829	122868	117390	126743	133679	128055
Q8BGX2	TIM29_MOUSE	Timm29	Mitochondrial import inner membrane translocase subunit Tim29	1441.44	5965.35	2098.78					2865.95	1456.65	
Q8BGY4	KLH26_MOUSE	Klhl26	Kelch-like protein 26	2854.7							2518.83		
Q8BGZ1	HPCL4_MOUSE	Hpcal4	Hippocalcin-like protein 4	1273.35		2036.06	1499.12						1063.7
Q8BGZ2	F168A_MOUSE	Fam168a	Protein FAM168A	4415.97		3678.62	3309.02	4530.77	3270.67	4105.24	1608.37	3278.97	
Q8BGZ4	CDC23_MOUSE	Cdc23	Cell division cycle protein 23 homolog	1197.7									
Q8BH15	CNO10_MOUSE	Cnot10	CCR4-NOT transcription complex subunit 10	293.377									
Q8BH43	WASF2_MOUSE	Wasf2	Actin-binding protein WASF2	1328.69		1711.79		2135.72			1568.56		
Q8BH44	COR2B_MOUSE	Coro2b	Coronin-2B	116545	84592	134131	117385	110598	117177	120119	130399	146204	137255
Q8BH57	WDR48_MOUSE	Wdr48	WD repeat-containing protein 48	5215.26	10608.1	5756.56	6205.18	6279.91	6363.37	6371.97	5547.72	5318.48	5369.88
Q8BH59	S2512_MOUSE	Slc25a12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	39532.4	42240.2	32894.2	32071	38749.3	31952.3	36982	28743.2	34138.1	30007.6
Q8BH66	ATLA1_MOUSE	Atl1	Atlastin-1	928.833		1011.11			1070.45	922.417	1113.66	610.407	816.772
Q8BH74	NU107_MOUSE	Nup107	Nuclear pore complex protein Nup107	2802.74		10710.3	7183.42	14288.5	13081.8			7099.62	
Q8BH75	RNF41_MOUSE	Rnf41	E3 ubiquitin-protein ligase NRDP1	1852.55						1872.09		1540.39	
Q8BHE3	ATCAY_MOUSE	Atcay	Caytaxin	2629.48									
Q8BHG1	NRDC_MOUSE	Nrdc	Nardilysin	395.447									
Q8BHH2	RAB9B_MOUSE	Rab9b	Ras-related protein Rab-9B	592.745									
Q8BHJ5	TBL1R_MOUSE	Tbl1xr1	F-box-like/WD repeat-containing protein TBL1XR1	1107.72									
Q8BHJ6	SERC5_MOUSE	Serinc5	Serine incorporator 5	5166.28		4005.13		4380.35	3856.51	3936.4	3963.08	3937.63	3522.54
Q8BHJ7	GBRA5_MOUSE	Gabra5	Gamma-aminobutyric acid receptor subunit alpha-5	3982.24		4094.83	2395.85	4967.41	5641.42	6952.02	3536.99	3539.29	3750.38
Q8BHL3	TB10B_MOUSE	Tbc1d10b	TBC1 domain family member 10B	16147.9	23211.6	14958.3	15727	16827.6	13434.7	15212.4	12708.8	14248.5	14009
Q8BHL5	ELMO2_MOUSE	Elmo2	Engulfment and cell motility protein 2	14554.3	12375.4	14576.4	15439.6	14723.8	14719.5	14049.2	12805.2	11254.9	12079.7
Q8BHR8	CSTP1_MOUSE	Cstpp1	Centriolar satellite-associated tubulin polyglutamylase complex regulator 1	3215.52			4469.32				6893.56		
Q8BHS3	RBM22_MOUSE	Rbm22	Pre-mRNA-splicing factor RBM22	36177.6		141264	137531	147772		87167.2		78288.1	
Q8BHS6	ARMX3_MOUSE	Armcx3	Armadillo repeat-containing X-linked protein 3	747.883		1289.53		1836.93	1715.38		674.871	618.944	3088.06
Q8BHS8	SYBU_MOUSE	Sybu	Syntabulin	3762.55		5392.32	3579.63	7452.29	3422.64	4221.51	3863.18	5602.77	3489.26
Q8BI06	CEMIP_MOUSE	Cemip	Cell migration-inducing and hyaluronan-binding protein	402.102								704.025	540.519
Q8BI08	MAL2_MOUSE	Mal2	Protein MAL2	45541.9	35936.3	36261.5	35743.1	39392.1	41583.5	42660.5	58795.7	56448.4	41009.2
Q8BI84	TGO1_MOUSE	Mia3	Transport and Golgi organization protein 1 homolog	1961.33		2229.59							
Q8BIE6	FRM4A_MOUSE	Frmd4a	FERM domain-containing protein 4A	6704.19	8475.93	5973.52	6306.71	7380.34	7052.48	6158.73	5986.07	5844.26	5739.37
Q8BIF2	RFOX3_MOUSE	Rbfox3	RNA binding protein fox-1 homolog 3	6626.21		4333.01	3121.69	6551.05		3817.2		3654.71	3479.52
Q8BIK4	DOCK9_MOUSE	Dock9	Dedicator of cytokinesis protein 9	95989	92281.4	97303.8	98709	99441.3	104540	91332.3	93748.4	92785.8	93900.9
Q8BIV3	RNBP6_MOUSE	Ranbp6	Ran-binding protein 6	1277.98								1789.54	
Q8BIZ1	ANS1B_MOUSE	Anks1b	Ankyrin repeat and sterile alpha motif domain-containing protein 1B	216022	132293	245902	228821	206780	214647	237547	239617	248886	231661
Q8BJ42	DLGP2_MOUSE	Dlgap2	Disks large-associated protein 2	72822.6	54903.3	68068.9	64218.1	61809.1	61446.7	65014.4	68938.1	73363.1	66960.3
Q8BJ71	NUP93_MOUSE	Nup93	Nuclear pore complex protein Nup93	1099.5		4003.73	3259.03	5150.79	3678.84	2896.13	3303.62	2143.27	2072.19
Q8BJ83	TM2D3_MOUSE	Tm2d3	TM2 domain-containing protein 3	1726.95								2721.33	3454.11
Q8BJA3	HMBX1_MOUSE	Hmbox1	Homeobox-containing protein 1	1576.1									
Q8BJF9	CHM2B_MOUSE	Chmp2b	Charged multivesicular body protein 2b	2917.21		2851.29	3845.45	3236.17	2480.25		2605.3	3569.38	2612.14
Q8BJH1	ZC21A_MOUSE	Zc2hc1a	Zinc finger C2HC domain-containing protein 1A	90485.3	73324.2	54366.8	58030.8	58780.3	57145.3	57633.6	56119.5	54864	57645.7
Q8BJS4	SUN2_MOUSE	Sun2	SUN domain-containing protein 2			932.617			1014.07				
Q8BJW5	NOL11_MOUSE	Nol11	Nucleolar protein 11	658.277	8196.29	4861.08	2067.03	3732.36	2814.78	1656.82	1044.96	1447.28	
Q8BJY1	PSMD5_MOUSE	Psmd5	26S proteasome non-ATPase regulatory subunit 5	1377.86		2273.26					2296.11		1950.99
Q8BJZ3	LFG3_MOUSE	Tmbim1	Protein lifeguard 3	711.151									
Q8BJZ4	RT35_MOUSE	Mrps35	Small ribosomal subunit protein mS35	70341.1	92213.8	69818	74098	71295.8	70906.1	91242.9	81492.5	89409	81685.4
Q8BK63	KC1A_MOUSE	Csnk1a1	Casein kinase I isoform alpha	46182.4	46227.4	37059.3	38804.4	41580.9	31754	38733.4	38553	36103.5	33855.6
Q8BK64	AHSA1_MOUSE	Ahsa1	Activator of 90 kDa heat shock protein ATPase homolog 1	562.958							1369.11		
Q8BK67	RCC2_MOUSE	Rcc2	Protein RCC2	10899.5									
Q8BK72	RT27_MOUSE	Mrps27	Small ribosomal subunit protein mS27	19947.2	30332.4	19403.6	19555.1	18946.8	17835.2	18349	23223.3	21166.2	21583
Q8BKC5	IPO5_MOUSE	Ipo5	Importin-5	1666.78		2680.44						2894.04	
Q8BKF1	RPOM_MOUSE	Polrmt	DNA-directed RNA polymerase, mitochondrial	2014.21		1862.46					2360.64	1696.77	
Q8BKH7	SIN1_MOUSE	Mapkap1	Target of rapamycin complex 2 subunit MAPKAP1	389.631		644.73						429.666	876.027
Q8BKI2	TNR6B_MOUSE	Tnrc6b	Trinucleotide repeat-containing gene 6B protein	2734.97									
Q8BKT7	THOC5_MOUSE	Thoc5	THO complex subunit 5 homolog	855.036		3338.19		4331.13	2361.25	1600.28	911.037	1930.38	
Q8BKX1	BAIP2_MOUSE	Baiap2	Brain-specific angiogenesis inhibitor 1-associated protein 2	240652	166040	260701	237060	221635	233104	247820	253239	278080	262200
Q8BKZ9	ODPX_MOUSE	Pdhx	Pyruvate dehydrogenase protein X component, mitochondrial	5662.63	13178.4	7389.14	10023.7	8523.44	11560.2	7703.91	9932.2	6701.08	9046.05
Q8BL06	UBP54_MOUSE	Usp54	Inactive ubiquitin carboxyl-terminal hydrolase 54	5973.59	14703.3	6847.67	7943.91	5194.98	7183.49	8327.05	4832.43	7114.68	6173.46
Q8BL65	ABLM2_MOUSE	Ablim2	Actin-binding LIM protein 2	112431	102677	132597	121960	108920	118242	128092	136954	142610	133732
Q8BL80	RHG22_MOUSE	Arhgap22	Rho GTPase-activating protein 22	636.167									
Q8BL97	SRSF7_MOUSE	Srsf7	Serine/arginine-rich splicing factor 7	20332.1	16854.1	12895.4	13930.7	14750.2	11168.5	9308.55	9951.16	10327	11360.4
Q8BLC3	LYPD1_MOUSE	Lypd1	Ly6/PLAUR domain-containing protein 1	7837.44	10281.9	7976.71	7547.24	6130.33	7709.81	8673.01	8126.76	8262.89	7369.14
Q8BLF1	NCEH1_MOUSE	Nceh1	Neutral cholesterol ester hydrolase 1	440.943				1215.32			854.158		
Q8BLK3	LSAMP_MOUSE	Lsamp	Limbic system-associated membrane protein	206124	172880	237670	220168	229893	230961	227382	260944	257607	251492
Q8BLN6	UNC80_MOUSE	Unc80	Protein unc-80 homolog	1899.9	9085.61	2618.14	2388.64	3808.35	3522.67	3163.24	2798.58	3220.02	3113.92
Q8BLQ9	CADM2_MOUSE	Cadm2	Cell adhesion molecule 2	3758.8	11728.5	5432.22	4694.42	6333.39	4561.51	5041.75	4545.79	4507.72	4249.16
Q8BLR2	CPNE4_MOUSE	Cpne4	Copine-4	754.776				1722.39	668.043	2054.34	1046.84	1384.75	
Q8BLS7	SWAHA_MOUSE	Sowaha	Ankyrin repeat domain-containing protein SOWAHA	616.265									
Q8BLU0	FLRT2_MOUSE	Flrt2	Leucine-rich repeat transmembrane protein FLRT2	504.679							405.476		
Q8BLY2	SYTC2_MOUSE	Tars3	Threonine--tRNA ligase 2, cytoplasmic	4529.25				12530.9		16322.4	7916.57	6195.53	
Q8BM13	NOE2_MOUSE	Olfm2	Noelin-2	2804.86	4689.19	3407.31	3341.25		3813.09		2726.09	3252.16	2783.35
Q8BM65	NYAP2_MOUSE	Nyap2	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2	3169.81		2713.67	3588.24						
Q8BMA3	CNKR3_MOUSE	Cnksr3	Connector enhancer of kinase suppressor of ras 3	879.336		1560.91	3912.45			1992.47	1546.89		1951.68
Q8BMD2	DZIP1_MOUSE	Dzip1	Cilium assembly protein DZIP1	10927.8									
Q8BME9	CBLN4_MOUSE	Cbln4	Cerebellin-4	2162.59						2950.21			2001.17
